"Age","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","JobInvolvement","JobSatisfaction","PerformanceRating","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition"
27,"Travel_Rarely","Research & Development",4,"Bachelor","Life Sciences","Medium","Female","High","High","Excellent",1,"Research Scientist","Single",2318,1,"No",19,"High",0,1,2,"Better",1,1,0,0,"No"
34,"Travel_Rarely","Research & Development",10,"Bachelor","Life Sciences","Medium","Male","High","Medium","Excellent",1,"Laboratory Technician","Divorced",2008,1,"No",14,"Medium",2,1,3,"Better",1,0,1,0,"No"
42,"Travel_Rarely","Sales",14,"College","Medical","High","Female","Medium","High","Excellent",2,"Sales Executive","Single",6244,7,"No",17,"Low",0,10,6,"Better",5,4,0,3,"No"
33,"Travel_Rarely","Research & Development",1,"Master","Other","High","Male","Medium","Low","Excellent",1,"Research Scientist","Single",2799,3,"Yes",11,"Medium",0,6,1,"Better",3,2,0,2,"No"
58,"Travel_Rarely","Research & Development",5,"Bachelor","Technical Degree","High","Female","Medium","Medium","Excellent",3,"Healthcare Representative","Divorced",10552,2,"Yes",13,"Very High",1,24,3,"Better",6,0,0,4,"No"
31,"Travel_Rarely","Sales",7,"Master","Life Sciences","Medium","Male","Medium","High","Excellent",1,"Sales Representative","Married",2329,3,"No",15,"Medium",0,13,2,"Best",7,7,5,2,"No"
35,"Travel_Rarely","Research & Development",21,"Below College","Life Sciences","Very High","Female","High","Very High","Outstanding",2,"Healthcare Representative","Married",4014,1,"Yes",25,"Very High",1,10,2,"Bad",10,6,0,7,"No"
49,"Travel_Rarely","Research & Development",8,"College","Other","Low","Female","High","Medium","Excellent",3,"Laboratory Technician","Married",7403,4,"No",11,"High",1,29,3,"Good",26,9,1,7,"No"
48,"Travel_Rarely","Research & Development",20,"Master","Medical","Very High","Male","High","High","Excellent",1,"Research Scientist","Married",2259,4,"No",17,"Low",2,13,2,"Good",0,0,0,0,"No"
31,"Non-Travel","Sales",20,"College","Marketing","Very High","Female","High","High","Excellent",2,"Sales Executive","Married",6932,1,"No",13,"Very High",1,9,2,"Good",9,8,0,0,"No"
36,"Travel_Rarely","Research & Development",7,"Master","Other","Medium","Male","High","Very High","Excellent",1,"Research Scientist","Single",4678,2,"No",18,"High",0,8,6,"Better",6,2,0,1,"No"
38,"Travel_Rarely","Research & Development",1,"Bachelor","Technical Degree","Very High","Female","High","Low","Excellent",3,"Research Director","Married",13582,1,"No",13,"Medium",1,15,3,"Better",15,12,5,11,"No"
32,"Non-Travel","Research & Development",1,"Bachelor","Life Sciences","High","Female","Medium","Medium","Outstanding",1,"Laboratory Technician","Married",2332,6,"No",20,"High",0,5,3,"Better",3,0,0,2,"No"
25,"Travel_Rarely","Sales",19,"College","Marketing","High","Male","Medium","Medium","Excellent",1,"Sales Representative","Married",2413,1,"Yes",18,"High",3,1,2,"Better",1,0,0,0,"Yes"
40,"Travel_Rarely","Sales",10,"Master","Marketing","Low","Male","Medium","Medium","Excellent",3,"Sales Executive","Divorced",9705,2,"No",12,"Medium",1,11,2,"Good",1,0,0,0,"No"
26,"Travel_Frequently","Sales",1,"Bachelor","Medical","High","Male","Medium","Low","Excellent",2,"Sales Executive","Single",4294,1,"No",12,"Medium",0,7,2,"Better",7,7,0,7,"No"
41,"Travel_Rarely","Research & Development",6,"Bachelor","Medical","Very High","Male","High","Low","Excellent",1,"Laboratory Technician","Single",4721,2,"Yes",13,"High",0,20,3,"Better",18,13,2,17,"No"
36,"Travel_Rarely","Research & Development",2,"Master","Medical","High","Male","High","High","Outstanding",1,"Laboratory Technician","Single",2519,4,"No",21,"High",0,16,6,"Better",11,8,3,9,"No"
19,"Travel_Rarely","Sales",21,"Bachelor","Other","Very High","Male","Medium","Medium","Excellent",1,"Sales Representative","Single",2121,1,"Yes",13,"Medium",0,1,3,"Best",1,0,0,0,"Yes"
20,"Travel_Rarely","Research & Development",4,"Bachelor","Technical Degree","Low","Male","High","Low","Excellent",1,"Laboratory Technician","Single",2973,1,"No",19,"Medium",0,1,2,"Better",1,0,0,0,"Yes"
31,"Travel_Rarely","Research & Development",12,"Bachelor","Medical","Very High","Female","High","Very High","Excellent",2,"Healthcare Representative","Married",5855,0,"Yes",11,"High",2,10,2,"Bad",9,7,8,5,"No"
40,"Travel_Frequently","Research & Development",9,"Master","Medical","Very High","Male","High","Medium","Excellent",1,"Research Scientist","Divorced",3617,8,"Yes",14,"Very High",1,3,2,"Better",1,1,0,0,"No"
32,"Travel_Rarely","Research & Development",3,"Master","Medical","High","Female","High","Low","Excellent",2,"Manufacturing Director","Married",6725,1,"No",12,"High",1,8,2,"Best",8,7,6,3,"No"
36,"Travel_Rarely","Sales",3,"Below College","Life Sciences","High","Male","Medium","Very High","Excellent",3,"Sales Executive","Married",10325,1,"Yes",11,"Low",1,16,6,"Better",16,7,3,7,"Yes"
33,"Travel_Rarely","Research & Development",1,"Bachelor","Life Sciences","Medium","Female","Medium","Very High","Excellent",2,"Healthcare Representative","Single",6949,0,"No",14,"Low",0,6,3,"Better",5,0,1,4,"No"
37,"Travel_Rarely","Sales",1,"Master","Life Sciences","Low","Male","Medium","High","Excellent",3,"Sales Executive","Married",10609,5,"No",11,"High",0,17,2,"Bad",14,1,11,7,"Yes"
45,"Non-Travel","Research & Development",4,"College","Life Sciences","High","Male","High","Medium","Excellent",2,"Laboratory Technician","Married",4447,1,"No",12,"Medium",0,9,5,"Good",9,7,0,8,"No"
29,"Travel_Frequently","Sales",20,"Bachelor","Technical Degree","High","Female","High","Very High","Excellent",1,"Sales Representative","Married",2157,1,"No",15,"Medium",1,3,5,"Better",3,1,0,2,"No"
35,"Travel_Rarely","Sales",18,"Bachelor","Medical","High","Female","High","High","Excellent",2,"Sales Executive","Married",4601,1,"No",16,"Medium",0,5,3,"Better",5,2,1,0,"No"
52,"Travel_Rarely","Research & Development",1,"College","Life Sciences","Very High","Male","High","Very High","Excellent",4,"Manager","Married",17099,2,"No",15,"Medium",1,26,2,"Good",9,8,7,8,"No"
58,"Travel_Rarely","Research & Development",2,"Bachelor","Technical Degree","Very High","Male","High","High","Outstanding",1,"Research Scientist","Single",2479,4,"No",24,"Low",0,7,4,"Better",1,0,0,0,"Yes"
53,"Travel_Rarely","Sales",2,"College","Medical","High","Male","High","High","Excellent",4,"Manager","Divorced",14852,6,"No",13,"High",1,22,3,"Best",17,13,15,2,"No"
30,"Travel_Rarely","Sales",8,"College","Other","High","Male","High","High","Excellent",3,"Sales Executive","Divorced",7264,5,"No",11,"Low",1,10,2,"Best",8,4,7,7,"No"
38,"Non-Travel","Sales",10,"Bachelor","Technical Degree","High","Female","High","Very High","Excellent",2,"Sales Executive","Single",5666,1,"Yes",13,"Medium",0,6,1,"Better",5,3,1,3,"No"
35,"Travel_Rarely","Sales",3,"Master","Life Sciences","Very High","Male","High","Very High","Excellent",3,"Sales Executive","Divorced",7823,6,"No",13,"Medium",1,12,2,"Better",10,9,0,8,"No"
39,"Travel_Rarely","Sales",2,"Doctor","Life Sciences","Low","Male","Very High","High","Excellent",3,"Sales Executive","Single",7880,0,"No",18,"Very High",0,9,3,"Better",8,7,0,7,"No"
40,"Non-Travel","Sales",24,"Bachelor","Life Sciences","Medium","Female","Very High","Medium","Excellent",4,"Sales Executive","Single",13194,4,"Yes",16,"Very High",0,22,2,"Good",1,0,0,0,"Yes"
47,"Travel_Frequently","Research & Development",16,"Master","Medical","High","Male","Very High","High","Excellent",2,"Manufacturing Director","Divorced",5067,1,"Yes",19,"High",0,20,3,"Best",19,10,2,7,"No"
36,"Non-Travel","Sales",8,"Master","Technical Degree","Low","Male","High","Very High","Excellent",2,"Sales Executive","Divorced",5079,4,"No",13,"Very High",2,12,3,"Better",7,7,0,7,"No"
31,"Non-Travel","Research & Development",9,"College","Medical","High","Male","Medium","Low","Outstanding",1,"Research Scientist","Single",2321,0,"Yes",22,"Low",0,4,0,"Better",3,2,1,2,"Yes"
33,"Non-Travel","Sales",17,"Bachelor","Life Sciences","Very High","Male","High","High","Excellent",4,"Manager","Single",17444,1,"No",11,"Very High",0,10,2,"Better",10,8,6,0,"No"
29,"Travel_Rarely","Research & Development",10,"Bachelor","Life Sciences","Very High","Female","Medium","Low","Outstanding",1,"Research Scientist","Single",2404,6,"Yes",20,"High",0,3,5,"Better",0,0,0,0,"Yes"
33,"Travel_Rarely","Research & Development",13,"Below College","Life Sciences","Medium","Female","High","Very High","Excellent",1,"Research Scientist","Single",3452,3,"No",18,"Low",0,5,4,"Better",3,2,0,2,"No"
45,"Travel_Rarely","Research & Development",1,"Master","Medical","Very High","Female","High","Very High","Excellent",1,"Laboratory Technician","Divorced",2270,3,"No",14,"Very High",2,8,2,"Better",5,3,0,2,"No"
50,"Travel_Rarely","Research & Development",1,"College","Medical","Very High","Male","High","Very High","Outstanding",4,"Research Director","Divorced",17399,9,"No",22,"High",1,32,1,"Good",5,4,1,3,"No"
33,"Travel_Frequently","Research & Development",1,"Master","Other","High","Female","Very High","Medium","Excellent",2,"Healthcare Representative","Married",5488,1,"Yes",13,"Low",1,6,2,"Better",6,5,1,2,"No"
41,"Travel_Frequently","Research & Development",9,"Bachelor","Medical","Low","Male","High","High","Excellent",5,"Research Director","Divorced",19419,2,"No",17,"Medium",1,21,2,"Best",18,16,0,11,"No"
27,"Travel_Rarely","Research & Development",16,"Master","Technical Degree","High","Female","High","Medium","Excellent",1,"Laboratory Technician","Married",2811,9,"No",14,"Medium",1,4,2,"Better",2,2,2,2,"No"
45,"Non-Travel","Research & Development",23,"College","Life Sciences","Very High","Male","High","Low","Excellent",2,"Laboratory Technician","Married",3633,1,"Yes",15,"High",1,9,2,"Better",9,8,0,8,"No"
47,"Travel_Rarely","Sales",4,"College","Life Sciences","Very High","Female","High","Very High","Excellent",2,"Sales Executive","Single",4163,1,"Yes",17,"High",0,9,0,"Better",9,0,0,7,"No"
30,"Travel_Rarely","Research & Development",22,"Bachelor","Life Sciences","Low","Female","High","High","Excellent",1,"Research Scientist","Married",2132,4,"Yes",11,"Medium",0,7,2,"Better",5,2,0,1,"Yes"
50,"Travel_Rarely","Research & Development",24,"Bachelor","Life Sciences","Very High","Male","High","High","Excellent",4,"Manufacturing Director","Married",13973,3,"Yes",18,"Very High",1,22,2,"Better",12,11,1,5,"No"
38,"Travel_Frequently","Research & Development",10,"Below College","Medical","High","Male","High","High","Excellent",1,"Research Scientist","Married",2684,0,"No",17,"Medium",1,3,0,"Good",2,1,0,2,"No"
46,"Travel_Rarely","Research & Development",7,"College","Medical","Very High","Male","High","High","Excellent",3,"Manufacturing Director","Divorced",10845,6,"No",13,"Medium",1,13,3,"Better",8,7,0,7,"No"
24,"Travel_Rarely","Research & Development",17,"Below College","Medical","Very High","Female","Medium","High","Excellent",2,"Manufacturing Director","Divorced",4377,1,"No",15,"Medium",2,5,6,"Better",4,2,3,2,"No"
35,"Travel_Rarely","Research & Development",14,"Master","Other","High","Male","Medium","Medium","Outstanding",1,"Laboratory Technician","Divorced",3743,1,"Yes",24,"Very High",1,5,2,"Bad",4,2,0,2,"Yes"
31,"Travel_Frequently","Research & Development",1,"Below College","Life Sciences","High","Female","High","Low","Excellent",2,"Manufacturing Director","Married",4148,1,"No",12,"High",1,4,1,"Better",4,3,0,3,"No"
18,"Non-Travel","Research & Development",5,"College","Life Sciences","Medium","Male","High","Very High","Excellent",1,"Research Scientist","Single",1051,1,"No",15,"Very High",0,0,2,"Better",0,0,0,0,"No"
54,"Travel_Rarely","Research & Development",17,"Bachelor","Technical Degree","High","Female","High","High","Excellent",3,"Manufacturing Director","Married",10739,8,"No",11,"High",1,22,2,"Better",10,7,0,8,"No"
35,"Travel_Rarely","Research & Development",25,"Master","Medical","High","Female","High","High","Excellent",3,"Healthcare Representative","Divorced",10388,1,"Yes",11,"High",1,16,3,"Good",16,10,10,1,"No"
30,"Travel_Rarely","Research & Development",8,"College","Life Sciences","Medium","Female","Very High","Low","Excellent",3,"Research Director","Married",11416,0,"Yes",12,"High",3,9,4,"Good",8,7,1,7,"No"
20,"Travel_Rarely","Research & Development",11,"Bachelor","Medical","Very High","Female","Medium","Low","Excellent",1,"Research Scientist","Single",2600,1,"Yes",15,"Low",0,1,2,"Better",1,0,0,0,"Yes"
30,"Travel_Frequently","Research & Development",5,"Bachelor","Medical","Medium","Female","High","Medium","Excellent",1,"Laboratory Technician","Single",2422,0,"No",17,"Low",0,4,3,"Better",3,2,1,2,"Yes"
26,"Travel_Rarely","Research & Development",2,"College","Medical","Very High","Male","Very High","Very High","Excellent",2,"Manufacturing Director","Married",5472,1,"No",12,"Medium",0,8,2,"Better",8,7,1,3,"No"
22,"Travel_Rarely","Research & Development",8,"Below College","Life Sciences","Medium","Male","Low","Low","Excellent",1,"Laboratory Technician","Married",2451,1,"No",15,"Low",1,4,3,"Good",4,3,1,1,"No"
48,"Travel_Rarely","Research & Development",6,"Bachelor","Life Sciences","Low","Male","Medium","High","Excellent",2,"Healthcare Representative","Single",4240,2,"No",13,"Very High",0,19,0,"Better",2,2,2,2,"No"
48,"Travel_Rarely","Research & Development",4,"Master","Life Sciences","High","Male","Medium","High","Excellent",3,"Healthcare Representative","Single",10999,7,"No",14,"Medium",0,27,3,"Better",15,11,4,8,"No"
41,"Travel_Rarely","Research & Development",7,"College","Medical","Very High","Female","High","High","Excellent",2,"Manufacturing Director","Single",5003,6,"No",14,"Medium",0,8,6,"Better",2,2,2,1,"No"
39,"Travel_Rarely","Research & Development",1,"Below College","Life Sciences","Very High","Female","Medium","Very High","Excellent",4,"Manufacturing Director","Married",12742,1,"No",16,"High",1,21,3,"Better",21,6,11,8,"No"
27,"Travel_Rarely","Research & Development",2,"Master","Life Sciences","Low","Female","High","Very High","Excellent",2,"Manufacturing Director","Married",4227,0,"No",18,"Medium",1,4,2,"Better",3,2,2,2,"No"
35,"Travel_Rarely","Research & Development",10,"Bachelor","Other","Medium","Male","High","Very High","Outstanding",1,"Laboratory Technician","Divorced",3917,1,"No",20,"Low",1,3,4,"Good",3,2,1,2,"No"
42,"Travel_Rarely","Sales",5,"College","Marketing","Very High","Male","High","High","Excellent",5,"Manager","Married",18303,6,"No",13,"Medium",0,21,3,"Best",1,0,0,0,"No"
50,"Travel_Rarely","Research & Development",9,"Bachelor","Life Sciences","Low","Male","High","Very High","Excellent",1,"Laboratory Technician","Married",2380,4,"No",18,"Medium",0,8,5,"Better",1,0,0,0,"No"
59,"Travel_Rarely","Research & Development",2,"Bachelor","Life Sciences","High","Female","Medium","Very High","Excellent",4,"Manufacturing Director","Single",13726,3,"Yes",13,"Low",0,30,4,"Better",5,3,4,3,"No"
37,"Travel_Rarely","Research & Development",11,"College","Medical","Low","Female","Low","Medium","Excellent",2,"Healthcare Representative","Married",4777,5,"No",15,"Low",0,15,2,"Bad",1,0,0,0,"Yes"
55,"Travel_Frequently","Research & Development",18,"Master","Medical","High","Male","High","Medium","Excellent",2,"Healthcare Representative","Married",6385,3,"Yes",14,"Very High",2,17,3,"Better",8,7,6,7,"No"
41,"Non-Travel","Research & Development",7,"Below College","Life Sciences","Medium","Female","Low","High","Outstanding",5,"Research Director","Divorced",19973,1,"No",22,"Medium",2,21,3,"Better",21,16,5,10,"No"
38,"Travel_Rarely","Sales",3,"Master","Life Sciences","Medium","Male","High","Very High","Excellent",2,"Sales Executive","Single",6861,8,"Yes",12,"High",0,19,1,"Better",1,0,0,0,"No"
26,"Non-Travel","Sales",29,"College","Medical","Medium","Male","Low","Low","Excellent",2,"Sales Executive","Single",4969,8,"No",18,"Very High",0,7,6,"Better",2,2,2,2,"Yes"
52,"Travel_Rarely","Sales",2,"Below College","Marketing","Low","Female","Low","Very High","Excellent",5,"Manager","Married",19845,1,"No",15,"Very High",1,33,3,"Better",32,14,6,9,"Yes"
44,"Travel_Rarely","Sales",28,"Bachelor","Medical","Very High","Female","Very High","Very High","Excellent",4,"Sales Executive","Married",13320,3,"Yes",18,"High",1,23,2,"Better",12,11,11,11,"No"
50,"Non-Travel","Sales",1,"Bachelor","Life Sciences","Very High","Female","High","High","Excellent",2,"Sales Executive","Married",6347,0,"No",12,"Low",1,19,3,"Better",18,7,0,13,"No"
36,"Travel_Rarely","Research & Development",16,"Master","Life Sciences","High","Female","Very High","Low","Excellent",1,"Laboratory Technician","Single",2743,1,"No",16,"High",0,18,1,"Better",17,13,15,14,"Yes"
39,"Travel_Frequently","Research & Development",22,"Bachelor","Medical","Very High","Female","High","Low","Excellent",3,"Manufacturing Director","Single",10880,1,"Yes",13,"High",0,21,2,"Better",21,6,2,8,"No"
33,"Non-Travel","Sales",8,"Below College","Life Sciences","Medium","Female","Medium","Very High","Excellent",1,"Sales Representative","Single",2342,0,"No",19,"Very High",0,3,2,"Good",2,2,2,2,"No"
45,"Travel_Rarely","Sales",11,"College","Life Sciences","Very High","Female","High","Very High","Excellent",4,"Manager","Married",17650,3,"No",13,"Medium",1,26,4,"Best",9,3,1,1,"No"
32,"Non-Travel","Research & Development",29,"Master","Medical","Very High","Female","High","High","Excellent",1,"Laboratory Technician","Single",4025,9,"No",12,"Medium",0,10,2,"Better",8,7,7,7,"No"
34,"Travel_Rarely","Sales",1,"Master","Marketing","Medium","Male","Very High","Very High","Excellent",2,"Sales Executive","Divorced",9725,0,"No",11,"Very High",1,16,2,"Good",15,1,0,9,"No"
59,"Travel_Rarely","Sales",1,"College","Technical Degree","Medium","Male","High","Very High","Excellent",3,"Manager","Married",11904,3,"Yes",14,"High",1,14,1,"Bad",6,4,0,4,"No"
45,"Travel_Rarely","Human Resources",24,"Master","Medical","Medium","Male","High","Medium","Excellent",1,"Human Resources","Single",2177,1,"No",16,"Low",0,6,3,"Better",6,3,0,4,"No"
53,"Travel_Frequently","Sales",2,"Bachelor","Marketing","High","Female","Medium","Medium","Excellent",3,"Sales Executive","Married",7525,2,"No",12,"Low",1,30,2,"Better",15,7,6,12,"No"
36,"Travel_Rarely","Research & Development",15,"Bachelor","Other","Low","Male","High","High","Excellent",2,"Laboratory Technician","Divorced",4834,7,"No",14,"Medium",1,9,3,"Good",1,0,0,0,"Yes"
26,"Travel_Frequently","Research & Development",2,"Bachelor","Life Sciences","Low","Male","High","Low","Excellent",1,"Research Scientist","Married",2042,6,"Yes",14,"Medium",1,6,2,"Better",3,2,1,2,"Yes"
34,"Travel_Rarely","Sales",10,"Master","Life Sciences","High","Female","High","High","Excellent",1,"Sales Representative","Married",2220,1,"Yes",19,"Very High",1,1,2,"Better",1,1,0,0,"No"
28,"Travel_Rarely","Sales",10,"Below College","Medical","Very High","Male","High","Medium","Outstanding",1,"Sales Representative","Married",1052,1,"No",22,"Medium",0,1,5,"Better",1,0,0,0,"No"
38,"Travel_Frequently","Research & Development",3,"Master","Other","High","Male","High","High","Excellent",1,"Research Scientist","Married",2821,3,"No",16,"Low",1,8,2,"Better",2,2,2,2,"No"
50,"Travel_Rarely","Research & Development",2,"Master","Medical","Medium","Male","High","High","Excellent",5,"Research Director","Married",19237,2,"Yes",11,"Very High",1,29,2,"Good",8,1,7,7,"No"
37,"Travel_Rarely","Research & Development",3,"Bachelor","Other","Very High","Female","High","Medium","Excellent",2,"Healthcare Representative","Single",4107,3,"No",15,"Low",0,8,3,"Good",4,3,0,1,"No"
40,"Travel_Rarely","Sales",26,"Bachelor","Marketing","High","Male","High","Low","Excellent",2,"Sales Executive","Married",8396,1,"No",14,"Medium",1,8,3,"Good",7,7,7,5,"No"
26,"Travel_Frequently","Research & Development",1,"Below College","Medical","Low","Female","Medium","High","Excellent",1,"Research Scientist","Divorced",2007,1,"No",13,"High",2,5,5,"Better",5,3,1,3,"No"
46,"Travel_Rarely","Research & Development",1,"Master","Medical","Very High","Male","High","Very High","Excellent",5,"Research Director","Divorced",19627,9,"No",17,"Very High",2,23,0,"Better",2,2,2,2,"No"
54,"Travel_Rarely","Sales",2,"Master","Life Sciences","High","Female","Medium","High","Excellent",3,"Sales Executive","Married",10686,6,"No",11,"Medium",1,13,4,"Better",9,4,7,0,"No"
56,"Travel_Frequently","Research & Development",9,"Bachelor","Medical","Low","Female","High","High","Excellent",1,"Research Scientist","Married",2942,2,"No",19,"Medium",1,18,4,"Better",5,4,0,3,"No"
36,"Travel_Rarely","Research & Development",12,"Doctor","Medical","Very High","Female","Medium","Very High","Excellent",3,"Manufacturing Director","Single",8858,0,"No",11,"Medium",0,15,2,"Good",14,8,7,8,"No"
55,"Non-Travel","Research & Development",2,"Below College","Medical","High","Male","Medium","Low","Excellent",4,"Manager","Single",16756,7,"No",15,"Medium",0,31,3,"Best",9,7,6,2,"No"
43,"Travel_Rarely","Sales",25,"Bachelor","Medical","High","Male","Medium","Very High","Excellent",3,"Sales Executive","Divorced",10798,5,"No",13,"High",1,18,5,"Better",1,0,0,0,"No"
20,"Travel_Frequently","Sales",9,"Bachelor","Marketing","Very High","Female","High","Very High","Excellent",1,"Sales Representative","Single",2323,1,"Yes",14,"Medium",0,2,3,"Better",2,2,0,2,"Yes"
21,"Travel_Rarely","Research & Development",10,"Bachelor","Life Sciences","High","Female","Medium","Low","Excellent",1,"Laboratory Technician","Single",1416,1,"No",13,"Low",0,1,6,"Good",1,0,1,0,"Yes"
46,"Travel_Rarely","Research & Development",8,"Master","Life Sciences","Very High","Female","Medium","Low","Outstanding",2,"Research Scientist","Divorced",4615,8,"Yes",23,"Low",3,19,2,"Better",16,13,1,7,"No"
51,"Travel_Rarely","Research & Development",4,"Master","Life Sciences","Low","Male","High","High","Excellent",1,"Research Scientist","Married",2461,9,"Yes",12,"High",3,18,2,"Best",10,0,2,7,"Yes"
28,"Non-Travel","Research & Development",24,"College","Technical Degree","Medium","Male","Medium","Low","Excellent",3,"Healthcare Representative","Single",8722,1,"No",12,"Low",0,10,2,"Good",10,7,1,9,"Yes"
26,"Travel_Rarely","Research & Development",1,"College","Medical","Low","Male","Medium","Low","Excellent",1,"Laboratory Technician","Married",3955,1,"No",16,"Low",2,6,2,"Better",5,3,1,3,"No"
30,"Travel_Rarely","Research & Development",20,"Bachelor","Other","High","Male","High","Low","Excellent",2,"Manufacturing Director","Married",9957,0,"No",15,"High",1,7,1,"Good",6,2,0,2,"No"
41,"Travel_Rarely","Research & Development",7,"College","Technical Degree","Medium","Female","Very High","High","Excellent",1,"Research Scientist","Married",3376,1,"No",13,"High",0,10,3,"Better",10,6,0,8,"No"
38,"Travel_Rarely","Research & Development",17,"Below College","Life Sciences","High","Female","Medium","High","Excellent",3,"Healthcare Representative","Married",8823,0,"No",18,"Low",1,20,4,"Good",19,9,1,9,"No"
40,"Travel_Rarely","Research & Development",20,"Master","Technical Degree","Low","Male","High","Very High","Outstanding",3,"Healthcare Representative","Married",10322,4,"No",20,"Very High",1,14,6,"Better",11,10,11,1,"No"
27,"Non-Travel","Research & Development",8,"Doctor","Life Sciences","Low","Male","Low","High","Excellent",1,"Laboratory Technician","Married",4621,1,"No",19,"Very High",3,3,4,"Better",3,2,1,2,"No"
55,"Travel_Frequently","Research & Development",2,"Below College","Life Sciences","Very High","Male","High","Medium","Excellent",3,"Manufacturing Director","Married",10976,3,"No",18,"Medium",1,23,4,"Better",3,2,1,2,"No"
28,"Travel_Rarely","Research & Development",10,"Bachelor","Other","High","Female","High","High","Excellent",2,"Research Scientist","Single",3660,3,"No",13,"Very High",0,10,4,"Best",8,7,1,7,"No"
44,"Travel_Rarely","Human Resources",1,"College","Medical","Medium","Male","Medium","Low","Excellent",3,"Human Resources","Married",10482,9,"No",14,"Very High",1,24,1,"Better",20,6,3,6,"Yes"
33,"Travel_Rarely","Research & Development",5,"Bachelor","Life Sciences","Very High","Male","Medium","Very High","Excellent",3,"Healthcare Representative","Divorced",7119,4,"No",15,"High",1,9,2,"Better",3,2,1,2,"No"
35,"Travel_Rarely","Sales",4,"Bachelor","Technical Degree","Very High","Male","High","Low","Outstanding",3,"Sales Executive","Single",9582,0,"Yes",22,"Low",0,9,2,"Better",8,7,4,7,"Yes"
33,"Travel_Frequently","Research & Development",29,"Master","Medical","Low","Female","Medium","High","Outstanding",2,"Research Scientist","Single",4508,1,"No",22,"Medium",0,14,4,"Better",13,7,3,8,"Yes"
28,"Travel_Rarely","Research & Development",15,"College","Life Sciences","Low","Male","High","High","Excellent",1,"Laboratory Technician","Divorced",2207,1,"No",16,"Very High",1,4,5,"Good",4,2,2,2,"No"
34,"Travel_Frequently","Research & Development",3,"Below College","Life Sciences","Low","Male","High","Very High","Excellent",2,"Healthcare Representative","Single",7756,0,"No",17,"High",0,7,1,"Good",6,2,0,4,"No"
37,"Travel_Rarely","Sales",10,"Master","Life Sciences","Very High","Female","Medium","Very High","Excellent",2,"Sales Executive","Divorced",6694,2,"Yes",14,"High",3,8,5,"Better",1,0,0,0,"No"
25,"Travel_Rarely","Research & Development",4,"Below College","Technical Degree","Very High","Male","High","Very High","Excellent",1,"Laboratory Technician","Married",3691,1,"Yes",15,"Medium",1,7,3,"Best",7,7,5,6,"Yes"
26,"Travel_Rarely","Research & Development",21,"Bachelor","Medical","Low","Male","High","High","Outstanding",1,"Laboratory Technician","Divorced",2377,1,"No",20,"High",1,1,0,"Good",1,1,0,0,"Yes"
33,"Travel_Rarely","Research & Development",25,"Bachelor","Medical","Low","Male","Medium","Medium","Outstanding",1,"Research Scientist","Single",2313,4,"Yes",20,"Medium",0,5,0,"Better",2,2,2,2,"Yes"
42,"Travel_Rarely","Research & Development",2,"College","Medical","Very High","Male","High","Low","Excellent",4,"Manager","Married",17665,0,"No",17,"Very High",1,23,3,"Better",22,6,13,7,"No"
28,"Travel_Frequently","Research & Development",1,"Bachelor","Medical","Low","Male","Medium","Medium","Excellent",1,"Laboratory Technician","Divorced",2596,1,"No",15,"Low",2,1,2,"Better",1,0,0,0,"Yes"
50,"Travel_Frequently","Sales",1,"Master","Other","Very High","Male","High","High","Excellent",2,"Sales Executive","Single",4728,3,"Yes",14,"Very High",0,5,4,"Better",0,0,0,0,"Yes"
33,"Travel_Frequently","Sales",7,"Bachelor","Life Sciences","Very High","Female","High","Medium","Excellent",2,"Sales Executive","Married",4302,0,"No",17,"High",1,4,3,"Better",3,2,0,2,"No"
34,"Non-Travel","Research & Development",3,"Master","Life Sciences","High","Male","Medium","Very High","Excellent",1,"Research Scientist","Married",2979,3,"No",17,"Very High",3,6,2,"Better",0,0,0,0,"No"
48,"Non-Travel","Research & Development",1,"Master","Medical","Low","Male","Very High","Very High","Outstanding",4,"Manager","Single",16885,2,"No",22,"High",0,27,3,"Good",5,4,2,1,"No"
45,"Non-Travel","Sales",9,"Master","Life Sciences","Medium","Female","Medium","High","Excellent",2,"Sales Executive","Married",5593,1,"No",13,"Very High",1,15,2,"Better",15,10,4,12,"No"
52,"Travel_Rarely","Research & Development",7,"Master","Life Sciences","Medium","Male","High","Medium","Excellent",3,"Healthcare Representative","Single",10445,7,"No",19,"Very High",0,18,4,"Better",8,6,4,0,"No"
38,"Travel_Rarely","Sales",10,"Master","Marketing","High","Male","Medium","High","Excellent",3,"Sales Executive","Divorced",8740,0,"Yes",14,"Medium",2,9,2,"Better",8,7,2,7,"No"
29,"Travel_Rarely","Research & Development",28,"Master","Life Sciences","High","Female","High","Very High","Outstanding",1,"Research Scientist","Divorced",2514,4,"No",22,"Low",1,11,1,"Better",7,5,1,7,"No"
28,"Travel_Rarely","Research & Development",3,"Bachelor","Medical","Very High","Female","High","Medium","Excellent",3,"Manufacturing Director","Divorced",7655,0,"No",17,"Medium",3,10,3,"Good",9,7,1,7,"No"
